fast,slow,signal,profit_factor,total_return,sharpe_ratio,win_rate
5,20,6,0.9918318107609515,-0.012601408958358228,-0.1990083196170609,0.4970826580226904
5,20,8,1.0035650393653825,0.005467727524284739,0.08634910412943694,0.49756888168557534
5,20,10,0.9860111247417227,-0.02163902860158428,-0.3417637782076952,0.4937591181715027
5,20,12,0.9788067671730658,-0.03290261855875069,-0.5196659205601901,0.49424542065164534
5,20,14,0.9857530716810243,-0.022039293890523858,-0.34808837146210964,0.49529831387808043
5,22,6,0.9846788563618314,-0.02372176069828872,-0.37463009688512877,0.4954619124797407
5,22,8,0.9975588929237097,-0.0037552012491636963,-0.05930400822563691,0.49756888168557534
5,22,10,0.994895407340644,-0.007860996473393785,-0.12415443328876365,0.49635273139893016
5,22,12,0.978041222556691,-0.03410432507932545,-0.5386466396615127,0.49343491651807425
5,22,14,0.9770149195769398,-0.035713939689538836,-0.5640747691219472,0.49546044098573283
5,24,6,1.001243523959055,0.001909414415470219,0.030154416840084887,0.49773095623987035
5,24,8,1.0049996863554351,0.00766256957635799,0.12101122605938355,0.4987034035656402
5,24,10,0.9861523773150865,-0.021419005256414277,-0.33828869429760744,0.4948938239585022
5,24,12,0.9904599231540919,-0.014724314178992538,-0.23255254385023394,0.49635273139893016
5,24,14,0.9767113076490935,-0.036191246148955004,-0.5716138696833666,0.49351491569390404
5,26,6,0.9828190242629328,-0.026626294224694473,-0.42050172390060087,0.49513776337115073
5,26,8,0.9984824410874721,-0.002333410791781891,-0.03685037868927301,0.49756888168557534
5,26,10,0.9885153733091715,-0.017742898593317825,-0.28022796128609073,0.49570432809207327
5,26,12,0.9804567482557446,-0.030315735171020285,-0.47880691491072147,0.494731723131788
5,26,14,0.9777068315145924,-0.034585986209753304,-0.5464830271136768,0.4921279013147216
5,28,6,0.9958170146930408,-0.006440381556847542,-0.10170977029248865,0.4961102106969206
5,28,8,0.9931998707754297,-0.010483644720747663,-0.16556326541137276,0.4962722852512156
5,28,10,0.9866927471311852,-0.020551710925763807,-0.3247263711447387,0.4948871936373965
5,28,12,0.9798127768735054,-0.03128547404789802,-0.4943303836057829,0.49407563707190394
5,28,14,0.9809159073622663,-0.029559409626244086,-0.46705645560782894,0.49375101444570685
5,30,6,1.0010358089446927,0.0015906358845166543,0.025120108034322793,0.4970826580226904
5,30,8,1.0000992335750372,0.00015222899271020301,0.0024052662862424066,0.4960233728290862
5,30,10,0.9862018093985128,-0.021315182036193488,-0.3367897838273832,0.49391332575880537
5,30,12,0.9767305809787463,-0.03611838628814081,-0.5706973078916374,0.4911540334361305
5,30,14,0.9751528086067628,-0.03859392244845752,-0.6098239453028921,0.49334415584415586
5,32,6,1.0012300126155,0.0018858312916472872,0.029796733706275367,0.49634799545528324
5,32,8,1.0036628426826566,0.005608980127249356,0.08862371953634826,0.4968349293945788
5,32,10,0.9877808231969293,-0.018860957291794635,-0.2980112855286998,0.4932640805064113
5,32,12,0.9725326947609307,-0.04272028669650351,-0.6750294497938464,0.4909090909090909
5,32,14,0.9736570104122144,-0.04094828278859828,-0.6470277784796058,0.4952922077922078
5,34,6,1.005542188623192,0.008478905201053898,0.13396958566606224,0.498133419899367
5,34,8,1.0030180998948095,0.004623160978592673,0.073047439522058,0.4968349293945788
5,34,10,0.9811881732646686,-0.02913047447673247,-0.46028557631676315,0.4922077922077922
5,34,12,0.9705998440287944,-0.04577132719635885,-0.7232434147693263,0.4922077922077922
5,34,14,0.9633777345668828,-0.057011523806370056,-0.901883281519667,0.4956791129952715
5,36,6,0.9985555670118897,-0.0022175399367538387,-0.035037836697087404,0.4974841746469729
5,36,8,0.9976814509818834,-0.003561068472035099,-0.056266024128143924,0.4953741275766921
